review_score,translated_message
5,Positive Review
3,Neutral Review
5,"The product arrived in half the deadline, in good condition."
5,I will always buy here because it is the best congratulations
5,Positive Review
5,Positive Review
5,Positive Review
5,"Everything came perfect, product some time earlier than expected."
5,Positive Review
3,Neutral Review
5,Positive Review
5,Positive Review
4,Positive Review
5,Positive Review
5,"I loved the curtain exceeded my expectations, very beautiful, excellent material .."
5,"I have been a customer for a long time, I never had problems."
5,Positive Review
5,Excellent product I recommend buying
3,Neutral Review
3,Neutral Review
1,Rio's post office doing ridiculous work!
5,"Relojio very beautiful, I liked more. Now I need to be the quality of the material that the seller recommend"
5,I received the product well packed and on time. Thank you very much
3,Product has been broken down and its quality does not match the ad.
5,arrived well before the informed deadline
4,Positive Review
5,Positive Review
4,Positive Review
5,"Trust and security in purchases, products delivered before the deadline, are always well packaged."
4,It is a good salesman.
5,Great store delivery on time
5,"Serious and efficient seller! Sent the product quickly! All right with the product, which was tested and approved! Very good, I recommend to all stakeholders!"
1,"The product came wrong. We used a pink butterflies sticker and a green butterflies sticker arrived. They didn't warn me that they would change the order. As a consumer I found disrespectful, because I chose another color"
1,I await a return to solve the subject and minimize the inconvenience
5,Positive Review
1,"Pickering, misleading announcement I am leading to Procon. Described as natural green 100 pure and announcement says without preservatives and dyes. But when I received it was as a mint flavor and contain preservative"
4,Just missing the freight more affordable
5,"I am very pleased, I always buy with you and never had problems delivery always before the deadline."
5,Positive Review
4,Positive Review
5,Positive Review
2,"My request came incomplete. In the envelope I received in the mail there was only one calculator, but in the note reported that they were two units."
5,Positive Review
5,Positive Review
4,I still await my product
4,Positive Review
5,"I bought thinking it would be a simple material, but it's much better than I expected, it's worth it."
1,The product has not yet been delivered
1,"Terrible! I entered several times contact by phone and do not answer, turned off in my face, passed the estimated deadline and to this day I did not receive my products. I never buy anything again at Lannister.com"
5,Positive Review
1,"The product is of poor quality has been lacking screw and does not yet fit the vase, I do not recommend, will throw money away."
5,Positive Review
4,Delivery occurred without problems. The product works perfectly.
5,Positive Review
4,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
1,"I had to remove in the mail, and I paid the freight. It is the second order that I have to withdraw at the post office, I'm canceling my account."
1,Negative Review
5,Positive Review
5,"Excellent👏👏 The product came before the deadline and I loved it, the way I imagined it!"
5,Positive Review
5,Positive Review
5,Very good service! Hugs...
5,"Easy, safe and fast buying!"
3,The touch screen clock is bad to move and changes the time all the time more at all the others are fine.
4,Meets my requirements
5,Positive Review
5,OK
4,There is a difference in delivery time.
5,"It arrived in less than 7 days, my wife loved it, perfect!"
5,Positive Review
5,Positive Review
5,I loved! Very soft
3,Neutral Review
5,Positive Review
1,Negative Review
1,"Goodnight,
I received the product yesterday that, unfortunately, does not work (does not charge the battery of my LG phone).
I tried to access Lannister.com's complaints channel, but I couldn't. I did bad business"
5,Positive Review
1,I did not receive the product and the shopkeeper does not bother to give the minimum satisfaction to the customer.
1,"It doesn't work, I requested the return I'm waiting. I paid from the front and company sent the normal mail delivery without NG to receive, the dog received the order"
5,"Good quality product, came packed with a lot of protection. Quick delivery, control works perfectly."
4,Positive Review
4,Positive Review
5,Quality product and ideal size.
5,Positive Review
4,"The product arrived before the deadline. That is great! But I have a complaint to make. The packaging of the product (can) came mashed. It did not have any damage to the product, only on the packaging (can)."
1,I received the broken product and I await return from Lannister
3,Neutral Review
1,"Open packaging. It takes more than 1 month to receive the goods. Do not buy in this store.LANNISTER please post the negative comment, because when I recommend the store you post, otherwise not"
2,Delivery delay.
4,On time ..... good!
4,Nothing to declare.
5,Positive Review
5,Positive Review
1,Negative Review
4,Positive Review
4,Positive Review
1,Bad store
4,The product corresponds to the ad. Approved
5,Positive Review
1,The merchandise did not come with conditions of use of her wire made dorto and a very bad quality.
5,Positive Review
4,Within the deadline
1,Negative Review
5,Delay delivery because of the post office but great quality product super recommend
5,Suitable companies that always fulfill what they promise.
4,Positive Review
1,I bought two tires (front and rear) but I only received the rear.
5,Positive Review
1,"My last Lannister shopping experiences have been terrible.
Once again I buy by a partner and I do not receive the goods correctly.
The Polaroid Chaves Door didn't come !!!!!"
5,I loved the product.
5,Positive Review
1,I have not received the product yet
5,Positive Review
4,Positive Review
5,Positive Review
5,Good Product Fast Delivery
1,Negative Review
5,Wonderful I just got more space in my closet!
5,"Came on time, the cube has already come lubricated and adjusted"
5,Positive Review
5,Positive Review
5,Positive Review
5,"I liked the store's commitment, product as well as imagined, all serto, I recommend."
4,Good
4,Positive Review
5,Positive Review
3,Neutral Review
5,Positive Review
2,Very different product than it shows .. Material very weak cloth very thin .. I did not like
5,Recommend
5,Positive Review
5,Positive Review
5,Product delivered. Material in expected.
5,"Delivery mega fast, I was very pleased!"
5,"Very good confidence 
The product arrived perfectly without any defect with the right measurements
Arrived up to 1 week before the deadline 
Super recommend"
5,"Ease of purchase on the site and fast delivery, product meets the expectations. Recommend"
5,Positive Review
4,"The product came with indications of use, missing RCA cable, adapter for fixing in shock and drill to drill the for shock"
3,Neutral Review
5,"Arrived at the right time, well packed product, super recommend"
5,Positive Review
1,I bought it on 01/10. The delivery time at the time of purchase was up to 12 days and so far has not arrived.
2,My order has arrived a product missing.
5,Positive Review
5,Positive Review
5,Positive Review
5,"Came more beautiful than in the photo and arrived 10 days before the deadline
I loved it, super indicate 👏👏👏"
5,Positive Review
4,Positive Review
5,Positive Review
5,
4,Positive Review
1,So far the product has not yet been delivered
3,Neutral Review
5,Very good product.
4,The quilt is very beautiful and highlights well in bed.
3,Neutral Review
5,Positive Review
4,I liked it but I will not be there.
4,Positive Review
5,"The only negative point is that the mail does not deliver the order in our residence. We have to go to the post office, further burden the customer for a service that was already paid."
3,"Delivery was on time, quality material, beautiful, but it arrived torn."
5,Positive Review
4,Positive Review
5,"Exceeded my expectations. Great quality, modern and elegant. In addition to loading the notebook, I can put books and notebooks. He had been looking for a folder for a long time, it was worth it! Super recommend."
5,Positive Review
3,Product with small rust points. It was not in perfect condition.
1,Negative Review
4,Positive Review
5,"The delivery occurred before the deadline stipulated !!
Very good.
Product as shown on the site.
I am satisfied with the product."
5,"I received the product before the deadline and with a defect caused by transportation. However, the supplier was super attentive sending a new product that arrived super fast."
4,Positive Review
4,Positive Review
5,Positive Review
2,"I bought a remote control for Sony TV, but it didn't work."
4,"I bought a helmet, and I received a saddle bag"
4,Positive Review
4,Positive Review
3,Neutral Review
5,Positive Review
2,Negative Review
4,Positive Review
5,Positive Review
5,"Very well packed, great."
4,Positive Review
5,"Quality and beautiful product, my son loved it."
5,"The product is very beautiful, arrived quickly!"
3,I had delay in delivery
1,The product came with wrong and damaged dimensions.
5,Positive Review
5,Positive Review
5,Positive Review
4,Within the deadline
5,Positive Review
5,OK
4,What kills is the delivery time!
5,Positive Review
4,"With regard to having a simple key like Versa and having a pocketknife like this is worth it, some more details take, the housing is plastic and the nomination of Open closes is poorly printed and faded"
5,Positive Review
4,Positive Review
5,10
5,Positive Review
5,Positive Review
4,Positive Review
5,Positive Review
5,"I contacted requesting delivery just before the estimated deadline, as there would be no one to receive on time, they responded my request and the product arrived well before expected."
4,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
1,Company without credibility.
5,Good product
5,I buy and recommend.
5,"Quick delivery, correct product. Good packaging."
3,I bought a product and was missing in delivery ...
5,Positive Review
5,Positive Review
5,I recommend the purchase. Product with good price and delivery before the deadline.
5,Positive Review
5,Positive Review
5,"The product was delivered before the deadline and in perfect condition.
I recommend Stark; because I already made several purchases and never had problems."
4,Product with authenticity label.
4,"Very beautiful product, early delivery."
4,Positive Review
5,The rug is very beautiful and of great quality
3,The main product has not yet been delivered and is on the site as delivered. It is still on time so I am waiting to receive the product.
5,Positive Review
5,Positive Review
5,Excellent
5,I received it before the deadline. Everything arrived correctly. Excellent shopkeeper. Quality product.
5,Positive Review
5,Positive Review
5,Positive Review
4,"Delivered well before the deadline, I like to buy this site for the speed and security"
5,"Super recommend, product delivered well before the deadline and in perfect condition"
4,"I ordered navy blue and came black color. Okay, it's almost the same, right? Never mind, because to change this bag will give me a lot of work, but for a purchase of great value it is not worth it."
3,Neutral Review
5,"The organization is to be congratulated, from and choice of the product to purchase ... Distribution communication and logistics coming to delivery was extremely fast and professional .... Show !!!"
4,Positive Review
5,"Super fast delivery, I recommend it !! !"
5,Positive Review
5,I am satisfied
4,Positive Review
4,Positive Review
5,"Product of great quality, well packaged and delivered before the deadline"
4,Positive Review
5,Positive Review
5,The product was delivered before the deadline
5,Positive Review
4,Positive Review
5,Positive Review
5,Positive Review
4,Positive Review
5,Positive Review
3,Neutral Review
5,Positive Review
1,"I received the product with the fixed base of the chair other than the ad in the ad, I just did not return the chair because I need urgently. I do not recommend!"
1,Negative Review
5,Positive Review
4,Io
5,Positive Review
4,There were 2 screws of the backrest of the chair
4,Positive Review
5,Positive Review
4,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
1,"Concerned, in the status of receipt is as delivered on 08/08, but I have not received the request. I even called 4003 1000."
4,Very good. The expected.
4,"It looks good, I need to use to evaluate better"
4,Positive Review
4,Positive Review
5,Positive Review
4,Positive Review
5,Positive Review
4,"I received before the deadline, in perfect condition, super recommend, the price is very affordable and the product with great finishes!"
5,Positive Review
5,Positive Review
5,"Soft and comfortable product, beautiful, my baby loves to sleep on it"
5,Positive Review
3,Neutral Review
1,Negative Review
3,Neutral Review
4,Delivered before the deadline.
5,The product arrived Beem before the established deadline. All right the way I wanted.
5,Excellent on purchase in payment of the bank billet and delivery thank you
1,Negative Review
5,I will buy back you I'm very pleased thanks
5,Positive Review
5,10
3,Neutral Review
5,Positive Review
5,Positive Review
5,The product description is just as the site indicates.
5,Congratulations on your promptness and agility.
5,"Product has arrived in a week, well protected packaging and all great quality."
1,I did not receive the product the deadline ended yesterday.
5,Positive Review
4,Positive Review
3,"There is no way to evaluate either the product or delivery, besides the problem being in part of the post office."
1,"We received the product, the doll I bought with speech, but the button came broken, does not produce the speech.

I need the immediate exchange of the product"
5,Positive Review
4,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
2,Revomendo because I believe that the incident is not the fault of the store
5,Positive Review
4,Positive Review
3,Neutral Review
5,Positive Review
4,Positive Review
1,"I bought 02 fans and delivered only 01 fan. Invoice 000580
My helper he received. When I got home, I realized that they only delivered 01 fan and paid for 02."
5,Positive Review
5,"Product as announced, super fast delivery"
4,Positive Review
4,Positive Review
1,Unresolved product
5,Positive Review
4,Positive Review
5,Positive Review
3,Neutral Review
5,"The product was delivered before the agreed yet, everything came well I recommend."
3,Neutral Review
4,Quality Product and Serious Shop in Delivery.
4,Positive Review
5,"Buying at Baratheon is very good, I always get my products on time !!!!"
1,Negative Review
5,Positive Review
5,Positive Review
5,"Fast delivery, a lot of efficiency. Recommend"
5,Positive Review
5,Positive Review
4,Positive Review
5,My son loved it.
5,Positive Review
1,"Clock came with defective bracelet in color, there was no way to use. I called to cancel and return the product."
4,Positive Review
1,"The product I ordered does not correspond to what was delivered, totally different."
4,Positive Review
5,Positive Review
5,Positive Review
4,Positive Review
5,Positive Review
5,Perfect!!!
5,Positive Review
5,Positive Review
5,Positive Review
1,"I am responsible Lannister stores for the delay, because I didn't buy Targaryen, but from Lannister stores. I look forward to Lannister stores to solve the problem. of delay."
5,"It arrived on time, did not come kneaded.
I haven't tested it yet but it seems very good"
5,Positive Review
2,"I made the purchase of the chair but I received another product that does not correspond to my order.
I demand the cancellation and return of my money."
5,"Very good product ...
Great service, delivery on time.
 I am very satisfied ....."
4,Positive Review
5,"Good quality product, well packed, and arrived on time."
5,Positive Review
5,Positive Review
1,"For the second time I buy a similar model dump, but brand and different supplier and the order is canceled by unavailability, and the product was available for purchase on the site."
4,Good product
4,Positive Review
4,Positive Review
5,Positive Review
4,"Perfect for daily use! Good finish, I bought it for my husband and he liked it a lot!"
5,Positive Review
5,Arrived well before expected
1,Has not yet been delivered
5,"Excellent product.
Thanks"
4,Positive Review
5,Positive Review
4,Positive Review
5,Positive Review
5,Positive Review
5,"purchase successfully made. 
All perfect.
super satisfied client"
5,Positive Review
3,Neutral Review
5,Positive Review
4,Positive Review
4,Excellent!
4,Positive Review
5,Positive Review
4,Positive Review
5,Positive Review
5,Positive Review
5,very good
5,Positive Review
5,Positive Review
4,I found the finish of the eyelets very tuim and is only chrome on one of the faces.
5,"Too bad I did not see the measurements of the product. 
Did not meet expectations. Very small product."
3,Neutral Review
1,I received the used product.
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
2,"I bought 2 barbecue on the same day and even asked, so it was only delivered 1 one."
5,Positive Review
5,"Delivered well before the awake, in perfect condition."
5,"Responsible seller, quick to deliver. Right product. I was very pleased. I recommend."
5,Positive Review
3,"I received the broken oven, with the handle of the broken door, probably on transportation.

I have tried innumerary to request the exchange, which has not yet occurred.

I'm waiting for the replacement"
4,Positive Review
4,"I received on time, and the goods without defect."
3,Neutral Review
4,Very fast and efficiency .....
1,Negative Review
1,"N I received the product yet, the deadline was until the 8th and Hoge is 10, waiting"
1,Negative Review
3,Neutral Review
4,Positive Review
5,OK!
5,Positive Review
5,
5,"I really liked. As they did not have the color chosen in the sale, they sent Whatsapp message asking if it accepted other colors. Were very helpful and respectful"
5,Positive Review
2,"I only received the kit with pillow covers, I didn't receive the sheet cover."
5,Positive Review
4,Positive Review
1,"I always bought at Lannister stores for delivery being fast and this time I didn't even receive the goods. I would like you to take an attitude about this partner, so as not to denigrate the image of the Ameri stores"
5,Product arrived before the deadline.
4,Positive Review
5,"The delivery was made well before the deadline.
Congratulations!"
1,"I would like to ask for the change of the product, because they sent the registration model."
5,Very good quality!
5,"Super fast delivery, beautiful packaging and the product is impeccable !! I loved ... super recommend !!!!"
5,Delivery on time. Purchased product. Perfect condition. Very good!
1,"They announce one product, deliver another.

I don't buy this store anymore and the worst is that it is difficult to buy at Stark, such as the amount of bad shopkeepers like this."
5,"I always buy at Lannister and I have nothing to complain about, all perfect."
5,Positive Review
5,Positive Review
5,The order was delivered long before the established deadline. Super recommend
5,Positive Review
3,I didn't receive the LED lamp
5,Very well packed and on time.
5,Positive Review
5,Positive Review
4,Positive Review
5,perfect
1,I didn't like it very bad I don't buy this store anymore.
5,"Recommended, great product and very quick and efficient delivery."
5,Positive Review
5,Positive Review
5,I really enjoyed recommendable store!
1,"I tried to cancel the purchase and the site did not allow it. Then I got it, but the credit card debt was effective"
5,"Loved my stools, product came in perfect condition, on time (within 5 days) the deadline was 15 days, without no damage. Recommending the seller."
5,The product was sent correctly and on time.
4,Positive Review
4,The email is a clock and label but only the clock was delivered by mail
5,Quality product! I was able to organize all my daughter's books! It was beautiful! Good price! Delivery on time!
2,I received only one of the products and the company did not contact me.
5,Positive Review
1,"I received the wrong product, I would like to return, and I want my money back."
1,Hello I am very unhappy with the service the product and small and so far I did not arrive at my house already bought objects of greater values ​​and never had problem already this
5,excellent
5,"very good, fast as always"
5,Very good was delivered before the deadline
5,Excellent for those who ride a motorcycle in the cold
3,Neutral Review
5,arrived before the expected deadline
5,The product was delivered fast and the same is great has exactly the color that was looking for the mask is pulled to the wine with purple strokes?
1,"I did not receive the product I bought.
I received different product"
1,I bought two supports and received only 1.
5,Positive Review
5,Arrived well before expected.
4,30 days from now I can give my opinion
5,Positive Review
5,Positive Review
5,I loved! Thanks!
4,Positive Review
5,Positive Review
5,Very good. Order delivered before the deadline and well presented packaging.
5,Positive Review
4,Super I loved my product! Just as seen on the site and arrived within the estimated deadline at the time of purchase.
5,Everything was delivered
3,The store sent me the blue film and I had purchased the transparent. So I will not use it.
3,Neutral Review
4,Positive Review
1,This product came broken I want another
5,"I like to buy at Stark,
I never had a problem with my purchases."
3,"All right, except some information on the characteristics of the product does not"
5,Positive Review
5,"Thanks for the concern with the clinte I was very sasty 

 With the product the product came from people to ask on the site."
5,Everything came right and the delivery was well before the deadline.
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
5,The prints are beautiful and came all the time and in perfect condition. I loved.
5,Positive Review
4,Positive Review
1,"In addition to arriving on the last day, I come broken."
5,Super fast delivery. Congratulations to the store and the post office.
5,Positive Review
2,I bought it in the internet convenience but did not deliver it to my home.
5,Positive Review
4,Positive Review
5,Good delivered before the deadline.
4,Positive Review
3,Neutral Review
5,Positive Review
3,A simple computer mouse should not take so long to enter.
4,Positive Review
3,"The product arrived fast, however the arm's back of the chair was installed in contrast. I had to dismantle and replace to adjust the product correctly.
There was no manual for that."
5,He could get more right gets a little crooked.
3,Neutral Review
5,"Product correctly sent, well packed and even before the deadline."
5,Positive Review
5,Service Excellent Quality Delivery Capricho Warning Care I will continue buying with the company Congratulations on captivating customers I will recommend loved
5,I have been a faithful fan of Baratheon since the respect that this store has for the consumer. I recommend ...
5,Positive Review
1,"Because I bought a set of 8 bath towels, which each was was different colors, but came 3 of the green colors, 3 of the orange and 2 white colors"
4,Positive Review
5,"Delivery before the expected date, I loved the product."
1,Negative Review
5,Positive Review
4,Positive Review
2,Negative Review
5,Positive Review
5,Positive Review
4,Positive Review
5,"The pillow is great, super comfortable, and has ideal height."
4,Positive Review
1,"My product has not arrived, delivery time of 34 days and yet it was not delivered, I do not recommend"
5,Positive Review
4,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
1,"good morning!!! I made a purchase through the site of Lannister stores, bought 2 games of pillow covers, but I received only one of these products, how should you proceed ???? I await contact"
5,Positive Review
5,Positive Review
4,Positive Review
5,Positive Review
5,"Great purchase. Product delivered on time.
I am only very injured by the tax charged by governments."
3,Neutral Review
5,Positive Review
3,Neutral Review
4,Positive Review
5,Positive Review
5,Positive Review
4,Positive Review
5,Positive Review
5,Positive Review
5,I recommend it! Product of great quality and delivery long before the deadline
5,It is very good ordered one type of towel and received another.
5,Positive Review
4,Positive Review
5,Positive Review
4,Positive Review
5,Positive Review
5,Positive Review
4,OK
5,Positive Review
5,Positive Review
1,"I'm waiting for my product to arrive is overdue! 
But I received another product before I wanted to know why this has not arrived?"
5,Positive Review
1,"I received and does not work requested the exchange or return, let's wait ...."
4,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
5,Great product super fast delivery
1,Negative Review
1,Negative Review
5,Positive Review
5,Positive Review
1,Nothing came from my product.
5,Positive Review
5,"Very good product and quick delivery, thank you"
4,"Good morning, the product has different packaging of the photo, but I confirmed with my friend and she said it was himself. Then they could update the photo.
As for the product is excellent"
4,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
1,I'm still waiting for the product to arrive and the deadline was until yesterday
4,Positive Review
5,Product arrived right and fast.
5,Positive Review
3,Neutral Review
1,Negative Review
5,I always recommend my congratulations.
5,Positive Review
4,Positive Review
4,It took a long time
2,"Although the store products are of good cost, the time of delivery and the lack of information for the customer about the progress of the order, leaves much to be desired. Unfortunately I do not recommend to third parties."
5,"I loved the product, the way I expected and imagined! I've used a lot"
4,Positive Review
3,Cheap but could be better the product
5,Positive Review
2,I have no way of assessing if I am not in possession of the product. What is the forecast of arrival?
5,Positive Review
1,"The glass film came scratched and without plastic 2 protection and the cover of J7 very wide.
The A6 film raises the edges, you can not use it along with the protective cover."
5,Positive Review
5,"I really enjoyed buying on Targaryen, because they deliver on time."
5,Positive Review
5,Positive Review
5,Positive Review
1,Negative Review
5,All great.
5,"Perfect purchase.

I recommend with merits."
5,Positive Review
5,Positive Review
5,Positive Review
4,Positive Review
5,I received the product long before the scheduled
3,Neutral Review
4,Positive Review
5,Top
1,Negative Review
3,Neutral Review
1,"My request was supposed to have arrived until the maximum of March 20, today is already March 22 and has not arrived !!! I am very designed with the store."
1,I would like to know why the product was not delivered. I would like a solution
4,Positive Review
1,N I liked the product n was what I imagined not even what I was
4,Positive Review
4,Positive Review
1,"I bought a children's balance, and handed me 06 cups of navy blue coffee, with saucer, with no commercial value. As I did not know the error the packaging was opened."
1,I need a position. So far I have not received the product.
5,Positive Review
5,Positive Review
5,"Excellent! 
Come right, it came well before the day. 
Super recommend ... 
Thanks"
5,Promise fulfilled delivery within very good time.
4,"Very good product, came with invoice and did not come sealed and protected."
5,Great transaction. As all I did next to Stark.
5,I liked everything and the delivery was well before the spoken date. excellent. And the freight was not so expensive.
5,Positive Review
1,"I bought and paid a product on 03/03/2018.
On March 19 I received a message from Lannister.com saying that there was a problem with delivery to the post office. Since then I have complained without any answer."
1,"I did not receive the product according to the photo of the ad, I already requested the return and still await response.
I was not satisfied with this product that is lower than gives photo of the ad"
5,"Great watch, the bracelet is super comfortable."
5,Positive Review
3,Neutral Review
1,I'm waiting for an answer about because they haven't sent the product yet ...
1,Negative Review
1,I didn't receive the product!
5,Positive Review
5,Positive Review
5,The product arrived in perfect condition and before the established deadline. The good product and has achieved my expectations
5,"I always bought it with Baratheon, and I will keep buying."
5,Very good product and fast delivery
5,Arrived well before the deadline !!
5,"I received the goods within the expected deadline is I am satisfied with the quality of the goods.
I recommend buying at Lannister."
1,"In my order it appears that it has already been delivered, but I have not received anything yet"
4,good product
5,Faster than expected.
5,Positive Review
4,I just didn't like that the basket feet are uneven leaving the Bambo Basket.
5,Positive Review
5,"Arrives super fast products, great"
5,Positive Review
4,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
5,super recommend
4,Positive Review
4,"All right, great product and well finished."
2,I just didn't like the note glued with tape without putting in the bag tore the note only I don't have a printer to print what I come from the mail
1,Negative Review
5,Positive Review
1,Even the devastated delivery I still want my pans
5,Product sent quickly. Arrived straight. I recommend it!
1,Negative Review
5,I received on time and the product is of good quality
5,Product Deliver on time as requested.
5,Positive Review
5,Positive Review
4,Great product. Only the post office that as always did lick and it took a little longer to arrive.
5,Positive Review
5,Described in the assessment I haven't set up yet but I opened the packaging that came very well packed to see the color is exactly what I ordered
5,Positive Review
3,Neutral Review
5,Positive Review
1,I bought two units of the product and came only one. I can't care.
5,Positive Review
1,"The delivery date was on 27/09/2017
But I haven't received my product in my residence yet"
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
1,I ordered the cancellation of the product right after purchase and yet it was sent and did not even arrive for me. I don't want the product.
5,Positive Review
5,Punctuality!
2,The product was supposed to be delivered until 01/23 and so far (02/03) I have not received it yet.
3,"The dryer arrived on the right date, now the flat iron has not received it yet."
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
4,Positive Review
5,Positive Review
5,Positive Review
5,Delivered well before the deadline. Very satisfied.
3,"It took a long time to arrive, but I believe it is because of the post office"
5,Positive Review
5,I buy for a long time in Lannister and the products always arrive well before the deadline and are of great qualities
5,Positive Review
1,Negative Review
3,"I have not received my order yet, the deadline was until 03/20/18."
5,Positive Review
4,Positive Review
5,Positive Review
1,Negative Review
5,"I received it before the deadline, great store. Intact product."
5,and safe and safe
5,I recommend to all
4,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
1,The backpack material was desired.
4,Positive Review
4,Positive Review
4,Positive Review
3,Nomine
5,Positive Review
5,Very useful product and great quality
5,Positive Review
4,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
4,Positive Review
4,Positive Review
5,My daughter loved the toy ... The deadline was obeyed ...
5,Positive Review
3,good d ++++
5,"Wonderful, the chair came practically assembled, very good!"
4,Very small ideal P take in the car
4,Positive Review
5,Positive Review
3,Speed ​​and readiness
5,I am using the product. Seems to fulfill what it promises.
4,Congratulations on your commitment to your customers.
1,Negative Review
3,Neutral Review
4,Positive Review
4,"Everything perfect would be better if it had installment. At least 3 VZs. 
Even so, thank you for the product. It was the way I was thinking."
4,Positive Review
5,Good recommend
1,"Although the site said that the product had automatic wire wreak, the product I received has a fixed wire."
1,I have not received my product to this day was a wedding gift.
4,Positive Review
4,Positive Review
5,Positive Review
5,Positive Review
5,"Product as advertised, good quality, good finish. It was easy to install, so far the purchase has been good."
3,T4354T4T
5,Positive Review
5,Positive Review
5,Positive Review
5,All right delivery.
1,"He sent it wrong and when I asked to change said he had no and canceled without warning anyone, I had to call and ask."
5,Positive Review
1,"The product took a long time to arrive and came with defect. When contacting the store, I had to insist to change even with photos of the defects and on top of that I had to pay to send. Prejudice!"
5,"Great store, correct product delivered on time, excellent"
4,Positive Review
1,"Mobile protective cover equal to description, however, the size of the glass cover and pelicle came larger than the model described. Super upset for not receiving what was expected."
5,I liked the product
4,Positive Review
4,Positive Review
3,"They are beautiful, the only problem that are very thin. It should be better"
3,Neutral Review
5,Positive Review
5,Positive Review
5,Excellent quality
5,Positive Review
5,Positive Review
3,"I received it before the deadline, but a little different product from the photo. In the photo it seemed to be bigger"
5,"The product has arrived before the deadline what I can say and that the Lannister and a store that cares about your consumer, and when I need to buy again I will buy only at Lannister. thanks."
5,I received the product before the deadline they gave me and came equal to the announced
1,I didn't receive the clock!
5,Should have free shipping
5,Positive Review
4,Positive Review
1,Negative Review
5,Positive Review
5,Positive Review
5,Positive Review
1,He did not call or sent email to inform the one is happening. With the delivery a shit this company should close so bad that the service
4,Positive Review
5,Positive Review
5,Positive Review
2,I paid for a cable and a cell phone charger. But I received only the charger.
5,Positive Review
5,My son loved the bandana no longer wants to take it off.
2,Negative Review
1,I didn't understand I canceled the order and you send me a message I don't want the sheet anymore and I want the money back on Saite is a beautiful sheet and arrived a totally different
5,Very good arrived on time I recommend very good product ...
5,Perfect delivery. Congratulations!
5,Positive Review
4,Positive Review
4,Positive Review
5,Product delivered on time and according to the chosen one.
5,Positive Review
3,"The store was quick to prepare the product to be posted. But the post office did not deliver the product, and already do more than one month."
1,Without information about the whereabout
4,Positive Review
5,Positive Review
5,Good
5,Positive Review
4,"Being absence of bubble plastic, but it arrived before the deadline and in perfect condition!"
4,Positive Review
5,Positive Review
4,"Excellent product, delivery earlier than expected"
5,Excellent
4,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
3,Neutral Review
4,Positive Review
4,Positive Review
4,Positive Review
5,Positive Review
5,Positive Review
4,Positive Review
5,Product as described and arrived before the deadline
4,Positive Review
3,Neutral Review
5,"The price here on the site is much more affordable than on the official product website, I had no problems, from purchase to delivery."
4,Positive Review
4,Positive Review
1,I'm waiting for my product
4,Positive Review
1,I did not receive the complete product .. from 6 glasses missed 4 ... I await answer
5,Positive Review
4,Positive Review
4,Positive Review
5,Positive Review
5,"Delivery on time, well packed, correct product, I am very pleased."
5,Positive Review
5,Great product and deliver bem before the deadline.
4,Positive Review
5,Positive Review
5,I loved the toast!
1,"Product did not meet expectations.
It doesn't work ..."
4,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
4,Positive Review
4,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
2,"I have another sling of another brand with much softer, malleable and pleasant fabric"
1,Negative Review
5,Very good
4,Positive Review
5,Positive Review
1,Negative Review
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
5,Excellent product. Quick Entregs
5,Positive Review
5,Positive Review
4,Positive Review
4,"Product delivered on time, as agreed."
5,Positive Review
5,Great product. Everything came right before the delivery time. The bag has a great finish. Exceeded my expectations.
2,Negative Review
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
1,"Delivered a totally different product than I bought.
They handed me a 15 DBI antenna, that's not what I bought."
3,Neutral Review
4,Positive Review
5,Beautiful product.
5,I am satisfied
5,Positive Review
5,Positive Review
5,Positive Review
5,"Great product and delivery time has been met, I recommend"
4,Positive Review
3,Neutral Review
4,Positive Review
5,Positive Review
5,Great product
1,I haven't received the product yet
4,Positive Review
5,Positive Review
1,I haven't
1,Only the safe frame for my next trip 33x24x5cm was delivered.
3,Neutral Review
5,Positive Review
5,Positive Review
1,Negative Review
4,Delivered on time but too long.
5,Positive Review
5,Positive Review
3,Neutral Review
5,The best fast delivery store I recommend to all
2,OK
5,"It was delivered before the deadline, I liked it !!!!"
5,Positive Review
1,Negative Review
5,Positive Review
4,Positive Review
5,I recommend!
